Date,Open,High,Low,Close,Volume
2002-10-17,860.02,885.35,860.02,879.2,1780390000
2002-10-18,879.2,886.68,866.58,884.39,1423100000
2002-10-21,884.39,900.69,873.06,899.72,1447000000
2002-10-22,899.72,899.72,882.4,890.16,1549200000
2002-10-23,890.16,896.14,873.82,896.14,1593900000
2002-10-24,896.14,902.94,879.0,882.5,1700570000
2002-10-25,882.5,897.71,877.03,897.65,1340400000
2002-10-28,897.65,907.44,886.15,890.23,1382600000
2002-10-29,890.23,890.64,867.91,882.15,1529700000
2002-10-30,882.15,895.28,879.19,890.71,1422300000
2002-10-31,890.71,898.83,879.75,885.76,1641300000
2002-11-01,885.76,903.42,877.71,900.96,1450400000
2002-11-04,900.96,924.58,900.96,908.35,1645900000
2002-11-05,908.35,915.83,904.91,915.39,1354100000
2002-11-06,915.39,925.66,905.0,923.76,1674000000
2002-11-07,923.76,923.76,898.68,902.65,1466900000
2002-11-08,902.65,910.11,891.62,894.74,1446500000
2002-11-11,894.74,894.74,874.63,876.19,1113000000
2002-11-12,876.19,894.3,876.19,882.95,1377100000
2002-11-13,882.95,892.51,872.05,882.53,1463400000
2002-11-14,882.53,904.27,882.53,904.27,1519000000
2002-11-15,904.27,910.21,895.35,909.83,1400100000
2002-11-18,909.83,915.91,899.48,900.36,1282600000
2002-11-19,900.36,905.45,893.09,896.74,1337400000
2002-11-20,896.74,915.01,894.93,914.15,1517300000
2002-11-21,914.15,935.13,914.15,933.76,2415100000
2002-11-22,933.76,937.28,928.41,930.55,1626800000
2002-11-25,930.55,937.15,923.31,932.87,1574000000
2002-11-26,932.87,932.87,912.1,913.31,1543600000
2002-11-27,913.31,940.41,913.31,938.87,1350300000
2002-11-29,938.87,941.82,935.58,936.31,643460000
2002-12-02,936.31,954.28,927.72,934.53,1612000000
2002-12-03,934.53,934.53,918.73,920.75,1488400000
2002-12-04,920.75,925.25,909.51,917.58,1588900000
2002-12-05,917.58,921.49,905.9,906.55,1250200000
2002-12-06,906.55,915.48,895.96,912.23,1241100000
2002-12-09,912.23,912.23,891.97,892.0,1320800000
2002-12-10,892.0,904.95,892.0,904.45,1286600000
2002-12-11,904.45,909.94,896.48,904.96,1285100000
2002-12-12,904.96,908.37,897.0,901.58,1255300000
2002-12-13,901.58,901.58,888.48,889.48,1330800000
2002-12-16,889.48,910.42,889.48,910.4,1271600000
2002-12-17,910.4,911.22,901.74,902.99,1251800000
2002-12-18,902.99,902.99,887.82,891.12,1446200000
2002-12-19,890.02,899.19,880.32,884.25,1385900000
2002-12-20,884.25,897.79,884.25,895.76,1782730000
2002-12-23,895.74,902.43,892.26,897.38,1112100000
2002-12-24,897.38,897.38,892.29,892.47,458310000
2002-12-26,892.47,903.89,887.48,889.66,721100000
2002-12-27,889.66,890.46,873.62,875.4,758400000
2002-12-30,875.4,882.1,870.23,879.39,1057800000
2002-12-31,879.39,881.93,869.45,879.82,1088500000
2003-01-02,879.82,909.03,879.82,909.03,1229200000
2003-01-03,909.03,911.25,903.07,908.59,1130800000
2003-01-06,908.59,931.77,908.59,929.01,1435900000
2003-01-07,929.01,930.81,919.93,922.93,1545200000
2003-01-08,922.93,922.93,908.32,909.93,1467600000
2003-01-09,909.93,928.31,909.93,927.57,1560300000
2003-01-10,927.58,932.89,917.66,927.57,1485400000
2003-01-13,927.57,935.05,922.05,926.26,1396300000
2003-01-14,926.26,931.66,921.72,931.66,1379400000
2003-01-15,931.66,932.59,916.7,918.22,1432100000
2003-01-16,918.22,926.03,911.98,914.6,1534600000
2003-01-17,914.6,914.6,899.02,901.78,1358200000
2003-01-21,901.78,906.0,887.62,887.62,1335200000
2003-01-22,887.62,889.74,877.64,878.36,1560800000
2003-01-23,878.36,890.25,876.89,887.34,1744550000
2003-01-24,887.34,887.34,859.71,861.4,1574800000
2003-01-27,861.4,863.95,844.25,847.48,1435900000
2003-01-28,847.48,860.76,847.48,858.54,1459100000
2003-01-29,858.54,868.72,845.86,864.36,1595400000
2003-01-30,864.36,865.48,843.74,844.61,1510300000
2003-01-31,844.61,858.33,840.34,855.7,1578530000
2003-02-03,855.7,864.64,855.7,860.32,1258500000
2003-02-04,860.32,860.32,840.19,848.2,1451600000
2003-02-05,848.2,861.63,842.11,843.59,1450800000
2003-02-06,843.59,844.23,833.25,838.15,1430900000
2003-02-07,838.15,845.73,826.7,829.69,1276800000
2003-02-10,829.69,837.16,823.53,835.97,1238200000
2003-02-11,835.97,843.02,825.09,829.2,1307000000
2003-02-12,829.2,832.12,818.49,818.68,1260500000
2003-02-13,818.68,821.25,806.29,817.37,1489300000
2003-02-14,817.37,834.89,815.03,834.89,1404600000
2003-02-18,834.89,852.87,834.89,851.17,1250800000
2003-02-19,851.17,851.17,838.79,845.13,1075600000
2003-02-20,845.13,849.37,836.56,837.1,1194100000
2003-02-21,837.1,852.28,831.48,848.17,1398200000
2003-02-24,848.17,848.17,832.16,832.58,1229200000
2003-02-25,832.58,839.55,818.54,838.57,1483700000
2003-02-26,838.57,840.1,826.68,827.55,1374400000
2003-02-27,827.55,842.19,827.55,837.28,1287800000
2003-02-28,837.28,847.0,837.28,841.15,1373300000
2003-03-03,841.15,852.34,832.74,834.81,1208900000
2003-03-04,834.81,835.43,821.96,821.99,1256600000
2003-03-05,821.99,829.87,819.0,829.85,1332700000
2003-03-06,829.85,829.85,819.85,822.1,1299200000
2003-03-07,822.1,829.55,811.23,828.89,1368500000
2003-03-10,828.89,828.89,806.57,807.48,1255000000
2003-03-11,807.48,814.25,800.3,800.73,1427700000
2003-03-12,800.73,804.19,788.9,804.19,1620000000
2003-03-13,804.19,832.02,804.19,831.9,1816300000
2003-03-14,831.89,841.39,828.26,833.27,1541900000
2003-03-17,833.27,862.79,827.17,862.79,1700420000
2003-03-18,862.79,866.94,857.36,866.45,1555100000
2003-03-19,866.45,874.99,861.21,874.02,1473400000
2003-03-20,874.02,879.6,859.01,875.67,1439100000
2003-03-21,875.84,895.9,875.84,895.79,1883710000
2003-03-24,895.79,895.79,862.02,864.23,1293000000
2003-03-25,864.23,879.87,862.59,874.74,1333400000
2003-03-26,874.74,875.8,866.47,869.95,1319700000
2003-03-27,869.95,874.15,858.09,868.52,1232900000
2003-03-28,868.52,869.88,860.83,863.5,1227000000
2003-03-31,863.5,863.5,843.68,848.18,1495500000
2003-04-01,848.18,861.28,847.85,858.48,1461600000
2003-04-02,858.48,884.57,858.48,880.9,1589800000
2003-04-03,880.9,885.89,876.12,876.45,1339500000
2003-04-04,876.45,882.73,874.23,878.85,1241200000
2003-04-07,878.85,904.89,878.85,879.93,1494000000
2003-04-08,879.93,883.11,874.68,878.29,1235400000
2003-04-09,878.29,887.35,865.72,865.99,1293700000
2003-04-10,865.99,871.78,862.76,871.58,1275300000
2003-04-11,871.58,883.34,865.92,868.3,1141600000
2003-04-14,868.3,885.26,868.3,885.23,1131000000
2003-04-15,885.23,891.27,881.85,890.81,1460200000
2003-04-16,890.81,896.77,877.93,879.91,1587600000
2003-04-17,879.91,893.83,879.2,893.58,1430600000
2003-04-21,893.58,898.01,888.17,892.01,1118700000
2003-04-22,892.01,911.74,886.7,911.37,1631200000
2003-04-23,911.37,919.74,909.89,919.02,1667200000
2003-04-24,919.02,919.02,906.69,911.43,1648100000
2003-04-25,911.43,911.43,897.52,898.81,1335800000
2003-04-28,898.81,918.15,898.81,914.84,1273000000
2003-04-29,914.84,924.24,911.1,917.84,1525600000
2003-04-30,917.84,922.01,911.7,916.92,1788510000
2003-05-01,916.92,919.68,902.83,916.3,1397500000
2003-05-02,916.3,930.56,912.35,930.08,1554300000
2003-05-05,930.08,933.88,924.55,926.55,1446300000
2003-05-06,926.55,939.61,926.38,934.39,1649600000
2003-05-07,934.39,937.22,926.41,929.62,1531900000
2003-05-08,929.62,929.62,919.72,920.27,1379600000
2003-05-09,920.27,933.77,920.27,933.41,1326100000
2003-05-12,933.41,946.84,929.3,945.11,1378800000
2003-05-13,945.11,947.51,938.91,942.3,1418100000
2003-05-14,942.3,947.29,935.24,939.28,1401800000
2003-05-15,939.28,948.23,938.79,946.67,1508700000
2003-05-16,946.67,948.65,938.6,944.3,1505500000
2003-05-19,944.3,944.3,920.23,920.77,1375700000
2003-05-20,920.77,925.34,912.05,919.73,1505300000
2003-05-21,919.73,923.85,914.91,923.42,1457800000
2003-05-22,923.42,935.3,922.54,931.87,1448500000
2003-05-23,931.87,935.2,927.42,933.22,1201000000
2003-05-27,933.22,952.76,927.33,951.48,1532000000
2003-05-28,951.48,959.39,950.12,953.22,1559000000
2003-05-29,953.22,962.08,946.23,949.64,1685800000
2003-05-30,949.64,965.38,949.64,963.59,1688800000
2003-06-02,963.59,979.11,963.59,967.0,1662500000
2003-06-03,967.0,973.02,964.47,971.56,1450200000
2003-06-04,971.56,987.85,970.72,986.24,1618700000
2003-06-05,986.24,990.14,978.13,990.14,1693100000
2003-06-06,990.14,1007.69,986.01,987.76,1837200000
2003-06-09,987.76,987.76,972.59,975.93,1307000000
2003-06-10,975.93,984.84,975.93,984.84,1275400000
2003-06-11,984.84,997.48,981.61,997.48,1520000000
2003-06-12,997.48,1002.74,991.27,998.51,1553100000
2003-06-13,998.51,1000.92,984.27,988.61,1271600000
2003-06-16,988.61,1010.86,988.61,1010.74,1345900000
2003-06-17,1010.74,1015.33,1007.04,1011.66,1479700000
2003-06-18,1011.66,1015.12,1004.61,1010.09,1488900000
2003-06-19,1010.09,1011.22,993.08,994.7,1530100000
2003-06-20,994.7,1002.09,993.36,995.69,1698000000
2003-06-23,995.69,995.69,977.4,981.64,1398100000
2003-06-24,981.64,987.84,979.08,983.45,1388300000
2003-06-25,983.45,991.64,974.86,975.32,1459200000
2003-06-26,975.32,986.53,973.8,985.82,1387400000
2003-06-27,985.82,988.88,974.29,976.22,1267800000
2003-06-30,976.22,983.61,973.6,974.5,1587200000
2003-07-01,974.5,983.26,962.1,982.32,1460200000
2003-07-02,982.32,993.78,982.32,993.75,1519300000
2003-07-03,993.75,995.0,983.34,985.7,775900000
2003-07-07,985.7,1005.56,985.7,1004.42,1429100000
2003-07-08,1004.42,1008.92,998.73,1007.84,1565700000
2003-07-09,1007.84,1010.43,998.17,1002.21,1618000000
2003-07-10,1002.21,1002.21,983.63,988.7,1465700000
2003-07-11,988.7,1000.86,988.7,998.14,1212700000
2003-07-14,998.14,1015.41,998.14,1003.86,1448900000
2003-07-15,1003.86,1009.61,996.67,1000.42,1518600000
2003-07-16,1000.42,1003.47,989.3,994.09,1662000000
2003-07-17,994.0,994.0,978.6,981.73,1661400000
2003-07-18,981.73,994.25,981.71,993.32,1365200000
2003-07-21,993.32,993.32,975.63,978.8,1254200000
2003-07-22,978.8,990.29,976.08,988.11,1439700000
2003-07-23,988.11,989.86,979.79,988.61,1362700000
2003-07-24,988.61,998.89,981.07,981.6,1559000000
2003-07-25,981.6,998.71,977.49,998.68,1397500000
2003-07-28,998.68,1000.68,993.59,996.52,1328600000
2003-07-29,996.52,998.64,984.15,989.28,1508900000
2003-07-30,989.28,992.62,985.96,987.49,1391900000
2003-07-31,987.49,1004.59,987.49,990.31,1608000000
2003-08-01,990.31,990.31,978.86,980.15,1390600000
2003-08-04,980.15,985.75,966.79,982.82,1318700000
2003-08-05,982.82,982.82,964.97,965.46,1351700000
2003-08-06,965.46,975.74,960.84,967.08,1491000000
2003-08-07,967.08,974.89,963.82,974.12,1389300000
2003-08-08,974.12,980.57,973.83,977.59,1086600000
2003-08-11,977.59,985.46,974.21,980.59,1022200000
2003-08-12,980.59,990.41,979.9,990.35,1132300000
2003-08-13,990.35,992.5,980.85,984.03,1208800000
2003-08-14,984.03,991.91,980.36,990.51,1186800000
2003-08-15,990.51,992.39,987.1,990.67,636370000
2003-08-18,990.67,1000.35,990.67,999.74,1127600000
2003-08-19,999.74,1003.3,995.3,1002.35,1300600000
2003-08-20,1002.35,1003.54,996.62,1000.3,1210800000
2003-08-21,1000.3,1009.53,999.33,1003.27,1407100000
2003-08-22,1003.27,1011.01,992.62,993.06,1308900000
2003-08-25,993.06,993.71,987.91,993.71,971700000
2003-08-26,993.71,997.93,983.57,996.73,1178700000
2003-08-27,996.73,998.05,993.33,996.79,1051400000
2003-08-28,996.79,1004.12,991.42,1002.84,1165200000
2003-08-29,1002.84,1008.85,999.52,1008.01,945100000
2003-09-02,1008.01,1022.59,1005.73,1021.99,1470500000
2003-09-03,1021.99,1029.34,1021.99,1026.27,1675600000
2003-09-04,1026.27,1029.17,1022.19,1027.97,1453900000
2003-09-05,1027.97,1029.21,1018.19,1021.39,1465200000
2003-09-08,1021.39,1032.41,1021.39,1031.64,1299300000
2003-09-09,1031.64,1031.64,1021.14,1023.17,1414800000
2003-09-10,1023.17,1023.17,1009.74,1010.92,1582100000
2003-09-11,1010.92,1020.88,1010.92,1016.42,1335900000
2003-09-12,1016.42,1019.65,1007.71,1018.63,1236700000
2003-09-15,1018.63,1019.79,1013.59,1014.81,1151300000
2003-09-16,1014.81,1029.66,1014.81,1029.32,1403200000
2003-09-17,1029.32,1031.34,1024.53,1025.97,1338210000
2003-09-18,1025.97,1040.16,1025.75,1039.58,1498800000
2003-09-19,1039.58,1040.29,1031.89,1036.3,1518600000
2003-09-22,1036.3,1036.3,1018.3,1022.82,1278800000
2003-09-23,1022.82,1030.12,1021.54,1029.03,1301700000
2003-09-24,1029.03,1029.83,1008.93,1009.38,1556000000
2003-09-25,1009.38,1015.97,1003.26,1003.27,1530000000
2003-09-26,1003.27,1003.45,996.08,996.85,1472500000
2003-09-29,996.85,1006.89,995.31,1006.58,1366500000
2003-09-30,1006.58,1006.58,990.36,995.97,1590500000
2003-10-01,995.97,1018.22,995.97,1018.22,1566300000
2003-10-02,1018.22,1021.87,1013.38,1020.24,1269300000
2003-10-03,1020.24,1039.31,1020.24,1029.85,1570500000
2003-10-06,1029.85,1036.48,1029.15,1034.35,1025800000
2003-10-07,1034.35,1039.25,1026.27,1039.25,1279500000
2003-10-08,1039.25,1040.06,1030.96,1033.78,1262500000
2003-10-09,1033.78,1048.28,1033.78,1038.73,1578700000
2003-10-10,1038.73,1040.84,1035.74,1038.06,1108100000
2003-10-13,1038.06,1048.9,1038.06,1045.35,1040500000
2003-10-14,1045.35,1049.49,1040.84,1049.48,1271900000
2003-10-15,1049.48,1053.79,1043.15,1046.76,1521100000
2003-10-16,1046.76,1052.94,1044.04,1050.07,1417700000
2003-10-17,1050.07,1051.89,1036.57,1039.32,1352000000
2003-10-20,1039.32,1044.69,1036.13,1044.68,1172600000
2003-10-21,1044.68,1048.57,1042.59,1046.03,1498000000
2003-10-22,1046.03,1046.03,1028.39,1030.36,1647200000
2003-10-23,1030.36,1035.44,1025.89,1033.77,1604300000
2003-10-24,1033.77,1033.77,1018.32,1028.91,1420300000
2003-10-27,1028.91,1037.75,1028.91,1031.13,1371800000
2003-10-28,1031.13,1046.79,1031.13,1046.79,1629200000
2003-10-29,1046.79,1049.83,1043.35,1048.11,1562600000
2003-10-30,1048.11,1052.81,1043.82,1046.94,1629700000
2003-10-31,1046.94,1053.09,1046.94,1050.71,1498900000
2003-11-03,1050.71,1061.44,1050.71,1059.02,1378200000
2003-11-04,1059.02,1059.02,1051.7,1053.25,1417600000
2003-11-05,1053.25,1054.54,1044.88,1051.81,1401800000
2003-11-06,1051.81,1058.94,1046.93,1058.05,1453900000
2003-11-07,1058.05,1062.39,1052.17,1053.21,1440500000
2003-11-10,1053.21,1053.65,1045.58,1047.11,1243600000
2003-11-11,1047.11,1048.23,1043.46,1046.57,1162500000
2003-11-12,1046.57,1059.1,1046.57,1058.53,1349300000
2003-11-13,1058.56,1059.62,1052.96,1058.41,1383000000
2003-11-14,1058.41,1063.65,1048.11,1050.35,1356100000
2003-11-17,1050.35,1050.35,1035.28,1043.63,1374300000
2003-11-18,1043.63,1048.77,1034.0,1034.15,1354300000
2003-11-19,1034.15,1043.95,1034.15,1042.44,1326200000
2003-11-20,1042.44,1046.48,1033.42,1033.65,1326700000
2003-11-21,1033.65,1037.57,1031.2,1035.28,1273800000
2003-11-24,1035.28,1052.08,1035.28,1052.08,1302800000
2003-11-25,1052.08,1058.05,1049.31,1053.89,1333700000
2003-11-26,1053.89,1058.45,1048.28,1058.45,1097700000
2003-11-28,1058.45,1060.63,1056.77,1058.2,487220000
2003-12-01,1058.2,1070.47,1058.2,1070.12,1375000000
2003-12-02,1070.12,1071.22,1065.22,1066.62,1383200000
2003-12-03,1066.62,1074.3,1064.63,1064.73,1441700000
2003-12-04,1064.73,1070.37,1063.15,1069.72,1463100000
2003-12-05,1069.72,1069.72,1060.09,1061.5,1265900000
2003-12-08,1061.5,1069.59,1060.93,1069.3,1218900000
2003-12-09,1069.3,1071.94,1059.16,1060.18,1465500000
2003-12-10,1060.18,1063.02,1053.41,1059.05,1444000000
2003-12-11,1059.05,1073.63,1059.05,1071.21,1441100000
2003-12-12,1071.21,1074.76,1067.64,1074.14,1223100000
2003-12-15,1074.14,1082.79,1068.0,1068.04,1520800000
2003-12-16,1068.04,1075.94,1068.04,1075.13,1547900000
2003-12-17,1075.13,1076.54,1071.14,1076.48,1441700000
2003-12-18,1076.48,1089.5,1076.48,1089.18,1579900000
2003-12-19,1089.18,1091.06,1084.19,1088.66,1657300000
2003-12-22,1088.66,1092.94,1086.14,1092.94,1251700000
2003-12-23,1092.94,1096.95,1091.73,1096.02,1145300000
2003-12-24,1096.02,1096.4,1092.73,1094.04,518060000
2003-12-26,1094.04,1098.47,1094.04,1095.89,356070000
2003-12-29,1095.89,1109.48,1095.89,1109.48,1058800000
2003-12-30,1109.48,1109.75,1106.41,1109.64,1012600000
2003-12-31,1109.64,1112.56,1106.21,1111.92,1027500000
2004-01-02,1111.92,1118.85,1105.08,1108.48,1153200000
2004-01-05,1108.48,1122.22,1108.48,1122.22,1578200000
2004-01-06,1122.22,1124.46,1118.44,1123.67,1494500000
2004-01-07,1123.67,1126.33,1116.45,1126.33,1704900000
2004-01-08,1126.33,1131.92,1124.91,1131.92,1868400000
2004-01-09,1131.92,1131.92,1120.9,1121.86,1720700000
2004-01-12,1121.86,1127.85,1120.9,1127.23,1510200000
2004-01-13,1127.23,1129.07,1115.19,1121.22,1595900000
2004-01-14,1121.22,1130.75,1121.22,1130.52,1514600000
2004-01-15,1130.52,1137.11,1124.54,1132.05,1695000000
2004-01-16,1132.05,1139.83,1132.05,1139.83,1721100000
2004-01-20,1139.83,1142.93,1135.4,1138.77,1698200000
2004-01-21,1138.77,1149.21,1134.62,1147.62,1757600000
2004-01-22,1147.62,1150.51,1143.01,1143.94,1693700000
2004-01-23,1143.94,1150.31,1136.85,1141.55,1561200000
2004-01-26,1141.55,1155.38,1141.0,1155.37,1480600000
2004-01-27,1155.37,1155.37,1144.05,1144.05,1673100000
2004-01-28,1144.05,1149.14,1126.5,1128.48,1842000000
2004-01-29,1128.48,1134.39,1122.38,1134.11,1921900000
2004-01-30,1134.11,1134.17,1127.73,1131.13,1635000000
2004-02-02,1131.13,1142.45,1127.87,1135.26,1599200000
2004-02-03,1135.26,1137.44,1131.33,1136.03,1476900000
2004-02-04,1136.03,1136.03,1124.74,1126.52,1634800000
2004-02-05,1126.52,1131.17,1124.44,1128.59,1566600000
2004-02-06,1128.59,1142.79,1128.39,1142.76,1477600000
2004-02-09,1142.76,1144.46,1139.21,1139.81,1303500000
2004-02-10,1139.81,1147.02,1138.7,1145.54,1403900000
2004-02-11,1145.54,1158.89,1142.33,1157.76,1699300000
2004-02-12,1157.76,1157.76,1151.44,1152.11,1464300000
2004-02-13,1152.11,1156.88,1143.24,1145.81,1329200000
2004-02-17,1145.81,1158.98,1145.81,1156.99,1396500000
2004-02-18,1156.99,1157.4,1149.54,1151.82,1382400000
2004-02-19,1151.82,1158.57,1146.85,1147.06,1562800000
2004-02-20,1147.06,1149.81,1139.0,1144.11,1479600000
2004-02-23,1144.11,1146.69,1136.98,1140.99,1380400000
2004-02-24,1140.99,1144.54,1134.43,1139.09,1543600000
2004-02-25,1139.09,1145.24,1138.96,1143.67,1360700000
2004-02-26,1143.67,1147.23,1138.62,1144.91,1383900000
2004-02-27,1145.8,1151.68,1141.8,1144.94,1540400000
2004-03-01,1144.94,1157.45,1144.94,1155.97,1497100000
2004-03-02,1155.97,1156.54,1147.31,1149.1,1476000000
2004-03-03,1149.1,1152.44,1143.78,1151.03,1334500000
2004-03-04,1151.03,1154.97,1149.81,1154.87,1265800000
2004-03-05,1154.87,1163.23,1148.77,1156.86,1398200000
2004-03-08,1156.86,1159.94,1146.97,1147.2,1254400000
2004-03-09,1147.2,1147.32,1136.84,1140.58,1499400000
2004-03-10,1140.58,1141.45,1122.53,1123.89,1648400000
2004-03-11,1123.89,1125.96,1105.87,1106.78,1889900000
2004-03-12,1106.78,1120.63,1106.78,1120.57,1388500000
2004-03-15,1120.57,1120.57,1103.36,1104.49,1600600000
2004-03-16,1104.49,1113.76,1102.61,1110.7,1500700000
2004-03-17,1110.7,1125.76,1110.7,1123.75,1490100000
2004-03-18,1123.75,1125.5,1113.25,1122.32,1369200000
2004-03-19,1122.32,1122.72,1109.69,1109.78,1457400000
2004-03-22,1109.78,1109.78,1089.54,1095.4,1452300000
2004-03-23,1095.4,1101.52,1091.57,1093.95,1458200000
2004-03-24,1093.95,1098.32,1087.16,1091.33,1527800000
2004-03-25,1091.33,1110.38,1091.33,1109.19,1471700000
2004-03-26,1109.19,1115.27,1106.13,1108.06,1319100000
2004-03-29,1108.06,1124.37,1108.06,1122.47,1405500000
2004-03-30,1122.47,1127.6,1119.66,1127.0,1332400000
2004-03-31,1127.0,1130.83,1121.46,1126.21,1560700000
2004-04-01,1126.21,1135.67,1126.2,1132.17,1560700000
2004-04-02,1132.17,1144.81,1132.17,1141.81,1629200000
2004-04-05,1141.81,1150.57,1141.64,1150.57,1413700000
2004-04-06,1150.57,1150.57,1143.3,1148.16,1397700000
2004-04-07,1148.16,1148.16,1138.41,1140.53,1458800000
2004-04-08,1140.53,1148.97,1134.52,1139.32,1199800000
2004-04-12,1139.32,1147.29,1139.32,1145.2,1102400000
2004-04-13,1145.2,1147.78,1127.7,1129.44,1423200000
2004-04-14,1129.44,1132.52,1122.15,1128.17,1547700000
2004-04-15,1128.17,1134.08,1120.75,1128.84,1568700000
2004-04-16,1128.84,1136.8,1126.9,1134.61,1487800000
2004-04-19,1134.56,1136.18,1129.84,1135.82,1194900000
2004-04-20,1135.82,1139.26,1118.09,1118.15,1508500000
2004-04-21,1118.15,1125.72,1116.03,1124.09,1738100000
2004-04-22,1124.09,1142.77,1121.95,1139.93,1826700000
2004-04-23,1139.93,1141.92,1134.81,1140.6,1396100000
2004-04-26,1140.6,1145.08,1132.91,1135.53,1290600000
2004-04-27,1135.53,1146.56,1135.53,1138.11,1518000000
2004-04-28,1138.11,1138.11,1121.7,1122.41,1855600000
2004-04-29,1122.41,1128.8,1108.04,1113.89,1859000000
2004-04-30,1113.89,1119.26,1107.23,1107.3,1634700000
2004-05-03,1107.3,1118.72,1107.3,1117.49,1571600000
2004-05-04,1117.49,1127.74,1112.89,1119.55,1662100000
2004-05-05,1119.55,1125.07,1117.9,1121.53,1469000000
2004-05-06,1121.53,1121.53,1106.3,1113.99,1509300000
2004-05-07,1113.99,1117.3,1098.63,1098.7,1653600000
2004-05-10,1098.7,1098.7,1079.63,1087.12,1918400000
2004-05-11,1087.12,1095.69,1087.12,1095.45,1533800000
2004-05-12,1095.45,1097.55,1076.32,1097.28,1697600000
2004-05-13,1097.28,1102.77,1091.76,1096.44,1411100000
2004-05-14,1096.44,1102.1,1088.24,1095.7,1335900000
2004-05-17,1095.7,1095.7,1079.36,1084.1,1430100000
2004-05-18,1084.1,1094.1,1084.1,1091.49,1353000000
2004-05-19,1091.49,1105.93,1088.49,1088.68,1548600000
2004-05-20,1088.68,1092.62,1085.43,1089.19,1211000000
2004-05-21,1089.19,1099.64,1089.19,1093.56,1258600000
2004-05-24,1093.56,1101.28,1091.77,1095.41,1227500000
2004-05-25,1095.41,1113.8,1090.74,1113.05,1545700000
2004-05-26,1113.05,1116.71,1109.91,1114.94,1369400000
2004-05-27,1114.94,1123.95,1114.86,1121.28,1447500000
2004-05-28,1121.28,1122.69,1118.1,1120.68,1172600000
2004-06-01,1120.68,1122.7,1113.32,1121.2,1238000000
2004-06-02,1121.2,1128.1,1118.64,1124.99,1251700000
2004-06-03,1124.99,1125.31,1116.57,1116.64,1232400000
2004-06-04,1116.64,1129.17,1116.64,1122.5,1115300000
2004-06-07,1122.5,1140.54,1122.5,1140.42,1211800000
2004-06-08,1140.42,1142.18,1135.45,1142.18,1190300000
2004-06-09,1142.18,1142.18,1131.17,1131.33,1276800000
2004-06-10,1131.33,1136.47,1131.33,1136.47,1160600000
2004-06-14,1136.47,1136.47,1122.16,1125.29,1179400000
2004-06-15,1125.29,1137.36,1125.29,1132.01,1345900000
2004-06-16,1132.01,1135.28,1130.55,1133.56,1168400000
2004-06-17,1133.56,1133.56,1126.89,1132.05,1296700000
2004-06-18,1132.05,1138.96,1129.83,1135.02,1500600000
2004-06-21,1135.02,1138.05,1129.64,1130.3,1123900000
2004-06-22,1130.3,1135.05,1124.37,1134.41,1382300000
2004-06-23,1134.41,1145.15,1131.73,1144.06,1444200000
2004-06-24,1144.06,1146.34,1139.94,1140.65,1394900000
2004-06-25,1140.65,1145.97,1134.24,1134.43,1812900000
2004-06-28,1134.43,1142.6,1131.72,1133.35,1354600000
2004-06-29,1133.35,1138.26,1131.81,1136.2,1375000000
2004-06-30,1136.2,1144.2,1133.62,1140.84,1473800000
2004-07-01,1140.84,1140.84,1123.06,1128.94,1495700000
2004-07-02,1128.94,1129.15,1123.26,1125.38,1085000000
2004-07-06,1125.38,1125.38,1113.21,1116.21,1283300000
2004-07-07,1116.21,1122.37,1114.92,1118.33,1328600000
2004-07-08,1118.33,1119.12,1108.72,1109.11,1401100000
2004-07-09,1109.11,1115.57,1109.11,1112.81,1186300000
2004-07-12,1112.81,1116.11,1106.71,1114.35,1114600000
2004-07-13,1114.35,1116.3,1112.99,1115.14,1199700000
2004-07-14,1115.14,1119.6,1107.83,1111.47,1462000000
2004-07-15,1111.47,1114.63,1106.67,1106.69,1408700000
2004-07-16,1106.69,1112.17,1101.07,1101.39,1450300000
2004-07-19,1101.39,1105.52,1096.55,1100.9,1319900000
2004-07-20,1100.9,1108.88,1099.1,1108.67,1445800000
2004-07-21,1108.67,1116.27,1093.88,1093.88,1679500000
2004-07-22,1093.88,1099.66,1084.16,1096.84,1680800000
2004-07-23,1096.84,1096.84,1083.56,1086.2,1337500000
2004-07-26,1086.2,1089.82,1078.78,1084.07,1413400000
2004-07-27,1084.07,1096.65,1084.07,1094.83,1610800000
2004-07-28,1094.83,1098.84,1082.17,1095.42,1554300000
2004-07-29,1095.42,1103.51,1095.42,1100.43,1530100000
2004-07-30,1100.43,1103.73,1096.96,1101.72,1298200000
2004-08-02,1101.72,1108.6,1097.34,1106.62,1276000000
2004-08-03,1106.62,1106.62,1099.26,1099.69,1338300000
2004-08-04,1099.69,1102.45,1092.4,1098.63,1369200000
2004-08-05,1098.63,1098.79,1079.98,1080.7,1397400000
2004-08-06,1080.7,1080.7,1062.23,1063.97,1521000000
2004-08-09,1063.97,1069.46,1063.97,1065.22,1086000000
2004-08-10,1065.22,1079.04,1065.22,1079.04,1245600000
2004-08-11,1079.04,1079.04,1065.92,1075.79,1410400000
2004-08-12,1075.79,1075.79,1062.82,1063.23,1405100000
2004-08-13,1063.23,1067.58,1060.72,1064.8,1175100000
2004-08-16,1064.8,1080.66,1064.8,1079.34,1206200000
2004-08-17,1079.34,1086.78,1079.34,1081.71,1267800000
2004-08-18,1081.71,1095.17,1078.93,1095.17,1282500000
2004-08-19,1095.17,1095.17,1086.28,1091.23,1249400000
